DEgene_symbol	DEdisease	DEdatabase_ID
SMAD3	Crohn_disease	DE_00487
ACSBG1	Breast_cancer	DE_00996
ACSBG1	Breast_cancer	DE_00996
ACSBG1	Breast_cancer	DE_00996
CLEC16A	Multiple_sclerosis	DE_01048
HBM	Thalassaemia	DE_00187
ITGAM	Systemic_lupus_erythematosus	DE_00436
TOX3	Breast_cancer	DE_00551
TOX3	Breast_cancer	DE_00572
IRX5/IRX3	Obesity	DE_00472
FTO	Type-2_diabetes	DE_00646
FTO	Type-2_diabetes	DE_00646
FTO	Type-2_diabetes	DE_00646
IRX3,IRX3	Obesity,Type-2_diabetes	DE_00669,DE_00670
IRX3,IRX3	Obesity,Type-2_diabetes	DE_00669,DE_00670
CETP	Hyperalphalipoproteinaemia	DE_00188
CDH1,JMJD2C/TMED6	Breast_cancer,Colorectal_cancer	DE_00193,DE_00668
MAF	Chronic_kidney_disease	DE_01050
SLC6A4	Obsessive-compulsive_disorder	DE_00196
CCL2	HCV-related_liver_disease	DE_00197
CCL5	Atopic_dermatitis	DE_00198
IKZF3	Multiple_sclerosis	DE_00461
ORMDL3	Asthma	DE_00460
ORMDL3	Asthma	DE_00554
STAT3	Multiple_sclerosis	DE_00666
BRCA1	Breast_cancer	DE_00199
NOG	Cleft_lip	DE_00511
PTEN	Prostate_cancer	DE_00522
PRKCA	Heart_disease	DE_00667
SOX9	Pierre_robin_sequence	DE_00223
SOX9	Pierre_robin_sequence	DE_00224
SOX9	Pierre_robin_sequence	DE_00225
SOX9	Pierre_robin_sequence	DE_00226
SOX9	Pierre_robin_sequence	DE_00227
SOX9,SOX9,SOX9	Prostate_cancer,Prostate_cancer,Prostate_cancer	DE_00647,DE_00493,DE_00494
SOX9,SOX9	Prostate_cancer,Prostate_cancer	DE_00493,DE_00494
SOX9,SOX9	Prostate_cancer,Prostate_cancer	DE_00493,DE_00494
SOX9	Pierre_robin_sequence	DE_00230
ZIP11	Bladder_cancer	DE_00432
ZIP11	Bladder_cancer	DE_00577
SMAD2	Pancreatic_cancer	DE_00576
SMAD7	Colorectal_cancer	DE_00586
SMAD7	Colorectal_cancer	DE_00586
SMAD7	Colorectal_cancer	DE_00586
SMAD7	Colorectal_cancer	DE_00586
miR-122	Hepatocellular_carcinoma	DE_00558
TYK2/ICAM3	Multiple_sclerosis	DE_00649
CALR,CALR	Schizoaffective_disorder,Schizophrenia	DE_00237,DE_00238
CALR,CALR	Schizoaffective_disorder,Schizophrenia	DE_00237,DE_00238
HAPLN4	Schizophrenia	DE_00455
GATAD2A	Schizophrenia	DE_00621
CCNE1	Bladder_cancer	DE_00648
C19orf40/SLC7A10/CEBPG/GPATCH1/TDRD12/SLC7A9/ANKRD27/NUDT19/CCDC123/PDCD5	Chronic_kidney_disease	DE_01014
KLK14/SYT3/LRRC4B/IGLON5	Obesity	DE_00496
PIN1	Alzheimers_disease	DE_00244
MERTK	Hepatocellular_carcinoma	DE_00604
IL-1A	Periodontal_diseases	DE_00491
IL-1B	Periodontal_diseases	DE_00435
PRPF40A	Chronic_kidney_disease	DE_01009
GAD1	Psychiatric_diseases	DE_00506
GAD1	Psychiatric_diseases	DE_00499
chrNA1	Myasthenia_gravis	DE_00253
TYW5	Schizophrenia	DE_00548
CASP8	Breast_cancer	DE_00408
FN1	Breast_cancer	DE_00999
FN1	Breast_cancer	DE_00999
FN1	Breast_cancer	DE_00999
FN1	Breast_cancer	DE_00999
IGFBP5	Breast_cancer	DE_00603
SCG2	Hypertension	DE_00259
NGEF	Schizophrenia	DE_00635
LBH	Rheumatoid_arthritis	DE_00653
BCL11A,BCL11A	Fetal_hemoglobin_level,Hemoglobinopathies	DE_00473,DE_00474
BCL11A,BCL11A	Fetal_hemoglobin_level,Hemoglobinopathies	DE_00473,DE_00474
PLEK	Multiple_sclerosis	DE_00624
CD207	Atopic_dermatitis	DE_00573
CCDC142/SLC4A5/CCT7/STAMBP/FBXO41/ACTG2/NAT8B/DUSP11/NAT8/ALMS1/TPRKB/DGUOK/TET3/BOLA3/DCTN1/TTC31/MOBKL1B	Chronic_kidney_disease	DE_01019
ID2	Allergy	DE_01033
ANKEF1	Prostate_cancer	DE_00587
RALY	Breast_cancer	DE_00412
RALY	Breast_cancer	DE_00412
RALY	Breast_cancer	DE_00508
RALY	Breast_cancer	DE_00508
RALY	Breast_cancer	DE_00508
RALY	Breast_cancer	DE_00508
RALY	Breast_cancer	DE_00508
RALY	Breast_cancer	DE_00508
TOX2	Major_depressive_disorder	DE_00644
HNF4A	Type-2_diabetes	DE_00245
CD40,CD40,CD40,CD40,CD40,CD40	Celiac_disease,Crohn_disease,Lupus,Multiple_sclerosis,Rheumatoid_arthritis,Ulcerative_colitis	DE_00592,DE_00589,DE_00591,DE_00588,DE_00590,DE_00593
CD40,CD40,CD40,CD40,CD40,CD40	Celiac_disease,Crohn_disease,Lupus,Multiple_sclerosis,Rheumatoid_arthritis,Ulcerative_colitis	DE_00592,DE_00589,DE_00591,DE_00588,DE_00590,DE_00593
CD40,CD40,CD40,CD40,CD40,CD40	Celiac_disease,Crohn_disease,Lupus,Multiple_sclerosis,Rheumatoid_arthritis,Ulcerative_colitis	DE_00592,DE_00589,DE_00591,DE_00588,DE_00590,DE_00593
CD40,CD40,CD40,CD40,CD40,CD40	Celiac_disease,Crohn_disease,Lupus,Multiple_sclerosis,Rheumatoid_arthritis,Ulcerative_colitis	DE_00592,DE_00589,DE_00591,DE_00588,DE_00590,DE_00593
CD40,CD40,CD40,CD40,CD40,CD40	Celiac_disease,Crohn_disease,Lupus,Multiple_sclerosis,Rheumatoid_arthritis,Ulcerative_colitis	DE_00592,DE_00589,DE_00591,DE_00588,DE_00590,DE_00593
CD40,CD40,CD40,CD40,CD40,CD40	Celiac_disease,Crohn_disease,Lupus,Multiple_sclerosis,Rheumatoid_arthritis,Ulcerative_colitis	DE_00592,DE_00589,DE_00591,DE_00588,DE_00590,DE_00593
ZFAS1	Hepatocellular_carcinoma	DE_00246
RAB22A	Pancreatic_cancer	DE_00594
ARFGAP1	Breast_cancer	DE_00998
ARFGAP1	Breast_cancer	DE_00998
ARFGAP1	Breast_cancer	DE_00998
ARFGAP1	Breast_cancer	DE_00998
ARFGAP1	Breast_cancer	DE_00998
ARFGAP1	Breast_cancer	DE_00998
ARFGAP1	Breast_cancer	DE_00998
ARFGAP1	Breast_cancer	DE_00998
ARFGAP1	Breast_cancer	DE_00998
ARFGAP1	Breast_cancer	DE_00998
ARFGAP1	Breast_cancer	DE_00998
ARFGAP1	Breast_cancer	DE_00998
ARFGAP1	Breast_cancer	DE_00998
ARFGAP1	Breast_cancer	DE_00998
ARFGAP1	Breast_cancer	DE_00998
ZNF512B	Amyotrophic_lateral_sclerosis	DE_00510
BMP2	Sagittal_nonsyndromic_craniosynostosis	DE_01023
ETS2	Periodontal_diseases	DE_00671
TFF1,TFF1	Breast_cancer,Breast_cancer	DE_00536,DE_00428
TFF1	Breast_cancer	DE_00428
ICOSLG,ICOSLG,ICOSLG,ICOSLG,ICOSLG,ICOSLG	Celiac_disease,Crohn_disease,Lupus,Multiple_sclerosis,Rheumatoid_arthritis,Ulcerative_colitis	DE_00628,DE_00630,DE_00631,DE_00629,DE_00627,DE_00626
ICOSLG,ICOSLG,ICOSLG,ICOSLG,ICOSLG,ICOSLG	Celiac_disease,Crohn_disease,Lupus,Multiple_sclerosis,Rheumatoid_arthritis,Ulcerative_colitis	DE_00628,DE_00630,DE_00631,DE_00629,DE_00627,DE_00626
ICOSLG,ICOSLG,ICOSLG,ICOSLG,ICOSLG,ICOSLG	Celiac_disease,Crohn_disease,Lupus,Multiple_sclerosis,Rheumatoid_arthritis,Ulcerative_colitis	DE_00628,DE_00630,DE_00631,DE_00629,DE_00627,DE_00626
ICOSLG,ICOSLG,ICOSLG,ICOSLG,ICOSLG,ICOSLG	Celiac_disease,Crohn_disease,Lupus,Multiple_sclerosis,Rheumatoid_arthritis,Ulcerative_colitis	DE_00628,DE_00630,DE_00631,DE_00629,DE_00627,DE_00626
ICOSLG,ICOSLG,ICOSLG,ICOSLG,ICOSLG,ICOSLG	Celiac_disease,Crohn_disease,Lupus,Multiple_sclerosis,Rheumatoid_arthritis,Ulcerative_colitis	DE_00628,DE_00630,DE_00631,DE_00629,DE_00627,DE_00626
ICOSLG,ICOSLG,ICOSLG,ICOSLG,ICOSLG,ICOSLG	Celiac_disease,Crohn_disease,Lupus,Multiple_sclerosis,Rheumatoid_arthritis,Ulcerative_colitis	DE_00628,DE_00630,DE_00631,DE_00629,DE_00627,DE_00626
TBX1	Ventricular_septal_defect	DE_00256
CHEK2,CHEK2,XBP1	Breast_cancer,Breast_cancer,Bipolar_disorder	DE_00260,DE_00261,DE_00262
SOX10	Hirschsprung_disease	DE_00264
SOX10	Hirschsprung_disease	DE_00264
SOX10	Hirschsprung_disease	DE_00264
SOX10	Hirschsprung_disease	DE_00264
SOX10	Hirschsprung_disease	DE_00264
CBX7	Multiple_myeloma	DE_00652
CBX7	Multiple_myeloma	DE_00652
ADSL	Adenylosuccinate_lyase_deficiency	DE_00265
UPK3A	Prostate_cancer	DE_00531
GAP43	Schizophrenia	DE_00266
CD86	Multiple_sclerosis	DE_00557
ADCY5	Type-2_diabetes	DE_01010
MYLK	Asthma	DE_00650
GATA2	Monomac_syndrome	DE_00268
NCK1	Diabetic_nephropathy	DE_00495
MECOM/MYNN/ARPM1	Chronic_kidney_disease	DE_01020
IGF2BP2	Type-2_diabetes	DE_00598
IGF2BP2	Type-2_diabetes	DE_00598
IGF2BP2	Type-2_diabetes	DE_00598
IGF2BP2	Type-2_diabetes	DE_00598
THRB	The_syndrome_of_resistance_to_thyroid_hormone	DE_00521
SLC4A7	Hypertension	DE_00651
MLH1/DCLK3	Colorectal_cancer	DE_00307
MLH1/DCLK3	Colorectal_cancer	DE_00307
CCR5	Hiv	DE_00580
GNL3	Schizophrenia	DE_00456
SPCS1	Schizophrenia	DE_00462
LRIG1	Chronic_kidney_disease	DE_01017
ADH4	Alcoholism	DE_00633
ADH4	Alcoholism	DE_00633
PITX2	Atrial_fibrillation	DE_00503
HHIP,HHIP	Chronic_obstructive_pulmonary_disease,Chronic_obstructive_pulmonary_disease	DE_00601,DE_00480
HHIP,HHIP	Chronic_obstructive_pulmonary_disease,Chronic_obstructive_pulmonary_disease	DE_00601,DE_00480
CASP3	Esophageal_carcinoma	DE_00311
RBPJ	Type-1_diabetes	DE_01031
ADGRL3,ADGRL3,ADGRL3	Attention-deficit/hyperactivity_disorder,Attention-deficit/hyperactivity_disorder,Attention-deficit/hyperactivity_disorder	DE_00486,DE_00582,DE_00509
ADGRL3,ADGRL3,ADGRL3	Attention-deficit/hyperactivity_disorder,Attention-deficit/hyperactivity_disorder,Attention-deficit/hyperactivity_disorder	DE_00486,DE_00582,DE_00509
ADGRL3,ADGRL3,ADGRL3	Attention-deficit/hyperactivity_disorder,Attention-deficit/hyperactivity_disorder,Attention-deficit/hyperactivity_disorder	DE_00486,DE_00582,DE_00509
WFS1	Type-2_diabetes	DE_00552
WFS1	Type-2_diabetes	DE_00552
AFP	Hereditary_persistence_of_foetal_haemoglobin	DE_00312
CCNI/NUP54/STBD1/SDAD1/CXCL10/CCNG2/SCARB2/SHROOM3/CXCL9	Chronic_kidney_disease	DE_01021
CCNI/SCARB2/STBD1/CCNG2/NUP54/SHROOM3/CXCL10/SDAD1/CXCL9	Chronic_kidney_disease	DE_01018
ABCG2	Breast_cancer	DE_01015
HERC5/PIGY/ABCG2/PPM1K/SPARCL1/HERC6/PKD2	Chronic_kidney_disease	DE_01030
ABCG2	Breast_cancer	DE_01059
SNCA	Parkinson_disease	DE_00549
TSLP	Heart_failure	DE_00665
TERT,TERT,TERT	Lung_cancer,Papillary_thyroid_carcinoma,Lung_cancer	DE_00524,DE_00523,DE_00537
TERT,TERT,TERT	Lung_cancer,Papillary_thyroid_carcinoma,Lung_cancer	DE_00524,DE_00523,DE_00537
TERT,TERT,TERT	Lung_cancer,Papillary_thyroid_carcinoma,Lung_cancer	DE_00524,DE_00523,DE_00537
IL4	Bronchial_asthma	DE_00320
TERT,CLPTM1L	Neuroblastoma,Breast_cancer	DE_00322,DE_01000
TERT,CLPTM1L	Neuroblastoma,Breast_cancer	DE_00322,DE_01000
TERT,CLPTM1L	Neuroblastoma,Breast_cancer	DE_00322,DE_01000
TERT,CLPTM1L	Neuroblastoma,Breast_cancer	DE_00322,DE_01000
TERT,CLPTM1L	Neuroblastoma,Breast_cancer	DE_00322,DE_01000
TERT,CLPTM1L	Neuroblastoma,Breast_cancer	DE_00322,DE_01000
TERT,CLPTM1L	Neuroblastoma,Breast_cancer	DE_00322,DE_01000
TERT,CLPTM1L	Neuroblastoma,Breast_cancer	DE_00322,DE_01000
TERT,CLPTM1L	Neuroblastoma,Breast_cancer	DE_00322,DE_01000
DIAPH1	Psychiatric_diseases	DE_00517
SPINK1	Pancreatitis	DE_00325
SPINK1	Pancreatitis	DE_00325
SCGB3A2	Asthma	DE_00326
ITK	Asthma	DE_00327
IL12B	Multiple_sclerosis	DE_00519
HRH2	Gastric_cancer	DE_00500
NSD1/MXD3/LMAN2/RAB24/PRELID1/GRK6/PRR7/RGS14/F12/DOK3/DDX41/FAM193B/UIMC1/FGFR4/SLC34A1/TMED9/B4GALT7/PDLIM7/DBN1	Chronic_kidney_disease	DE_01042
PROP1	Combined_pituitary_hormone_deficiency	DE_00479
MSNP1AS	Autism_spectrum_disorder	DE_00556
MRPS30/FGF10	Breast_cancer	DE_00430
MRPS30/FGF10	Breast_cancer	DE_00430
C5orf35	Breast_cancer	DE_00564
ELL2	Multiple_myeloma	DE_01045
ERAP2	Autoimmune_disease	DE_00532
RFX6	Prostate_cancer	DE_00547
RFX6	Prostate_cancer	DE_00547
EDN1,EDN1,EDN1,EDN1,EDN1,PHACTR1	Cervical_artery_dissection,Coronary_artery_disease,Fibromuscular_dysplasia,Hypertension,Migraine_headache,Myocardial_infarction	DE_01055,DE_01053,DE_01056,DE_01052,DE_01054,DE_00656
EDN1,EDN1,EDN1,EDN1,EDN1,PHACTR1	Cervical_artery_dissection,Coronary_artery_disease,Fibromuscular_dysplasia,Hypertension,Migraine_headache,Myocardial_infarction	DE_01055,DE_01053,DE_01056,DE_01052,DE_01054,DE_00656
EDN1,EDN1,EDN1,EDN1,EDN1,PHACTR1	Cervical_artery_dissection,Coronary_artery_disease,Fibromuscular_dysplasia,Hypertension,Migraine_headache,Myocardial_infarction	DE_01055,DE_01053,DE_01056,DE_01052,DE_01054,DE_00656
EDN1,EDN1,EDN1,EDN1,EDN1,PHACTR1	Cervical_artery_dissection,Coronary_artery_disease,Fibromuscular_dysplasia,Hypertension,Migraine_headache,Myocardial_infarction	DE_01055,DE_01053,DE_01056,DE_01052,DE_01054,DE_00656
EDN1,EDN1,EDN1,EDN1,EDN1,PHACTR1	Cervical_artery_dissection,Coronary_artery_disease,Fibromuscular_dysplasia,Hypertension,Migraine_headache,Myocardial_infarction	DE_01055,DE_01053,DE_01056,DE_01052,DE_01054,DE_00656
EDN1,EDN1,EDN1,EDN1,EDN1,PHACTR1	Cervical_artery_dissection,Coronary_artery_disease,Fibromuscular_dysplasia,Hypertension,Migraine_headache,Myocardial_infarction	DE_01055,DE_01053,DE_01056,DE_01052,DE_01054,DE_00656
TCF21	Coronary_heart_disease	DE_00444
TNFAIP3	Systemic_lupus_erythematosus	DE_00504
ESR1	Breast_cancer	DE_00334
ESR1/RMND1/CCDC170	Breast_cancer	DE_00602
ESR1/RMND1/CCDC170	Breast_cancer	DE_00602
ESR1	Breast_cancer	DE_00337
ESR1	Breast_cancer	DE_00337
ESR1,ESR1,ESR1/RMND1	Breast_cancer,Breast_cancer,Breast_cancer	DE_00338,DE_00339,DE_00485
ESR1	Breast_cancer	DE_00341
ESR1	Breast_cancer	DE_00343
ESR1/RMND1	Breast_cancer	DE_00654
SOD2/SLC22A2/SLC22A1	Chronic_kidney_disease	DE_01026
PLG	Coronary_artery_disease	DE_00555
PARK2,PARK2	Leprosy,Leprosy	DE_00658,DE_00657
PARK2,PARK2	Leprosy,Leprosy	DE_00658,DE_00657
BTN3A2,BTN3A2	Gastric_cancer,Gastric_cancer	DE_00534,DE_00535
BTN3A2	Gastric_cancer	DE_00535
TRIM27	Breast_cancer	DE_01001
TRIM27	Breast_cancer	DE_01001
TRIM27	Breast_cancer	DE_01001
TRIM27	Breast_cancer	DE_01001
TRIM27	Breast_cancer	DE_01001
TRIM27	Breast_cancer	DE_01001
TRIM27	Breast_cancer	DE_01001
TRIM27	Breast_cancer	DE_01001
TRIM27	Breast_cancer	DE_01001
TRIM27	Breast_cancer	DE_01001
TRIM27	Breast_cancer	DE_01001
TRIM27	Breast_cancer	DE_01001
TRIM27	Breast_cancer	DE_01001
TRIM27	Breast_cancer	DE_01001
TRIM27	Breast_cancer	DE_01001
TRIM27	Breast_cancer	DE_01001
TRIM27	Breast_cancer	DE_01001
LTA	Leprosy	DE_00463
TNF	Falciparum_malaria	DE_00490
TNF	Falciparum_malaria	DE_00490
HLA-DRB1/HLA-C/HLA-DRB5/HLA-DQB1	Lung_cancer	DE_00546
ZFAND3	Type-2_diabetes	DE_00585
PEX6	Prostate_cancer	DE_00431
mir30a	Lung_cancer	DE_00632
SNHG5,SNHG5	Breast_cancer,Melanoma	DE_00605,DE_00606
SNHG5,SNHG5	Breast_cancer,Melanoma	DE_00605,DE_00606
SNHG5,SNHG5,SNHG5,SNHG5	Breast_cancer,Melanoma,Breast_cancer,Melanoma	DE_00448,DE_00447,DE_00600,DE_00599
SNHG5,SNHG5,SNHG5,SNHG5	Breast_cancer,Melanoma,Breast_cancer,Melanoma	DE_00448,DE_00447,DE_00600,DE_00599
SNHG5,SNHG5,SNHG5,SNHG5	Breast_cancer,Melanoma,Breast_cancer,Melanoma	DE_00448,DE_00447,DE_00600,DE_00599
SNHG5,SNHG5,SNHG5,SNHG5	Breast_cancer,Melanoma,Breast_cancer,Melanoma	DE_00448,DE_00447,DE_00600,DE_00599
SNHG5,SNHG5	Breast_cancer,Melanoma	DE_00445,DE_00446
SNHG5,SNHG5	Breast_cancer,Melanoma	DE_00445,DE_00446
SNHG5,SNHG5	Breast_cancer,Melanoma	DE_00661,DE_00660
SNHG5,SNHG5	Breast_cancer,Melanoma	DE_00661,DE_00660
SNHG5,SNHG5	Breast_cancer,Melanoma	DE_00450,DE_00449
SNHG5,SNHG5	Breast_cancer,Melanoma	DE_00450,DE_00449
SLC26A4	Pendred_syndrome	DE_00358
CFTR	Oesophagus_and_oesophageal_adenocarcinoma	DE_00488
INTS1/MICALL2	Chronic_kidney_disease	DE_01004
IRF5,IRF5,IRF5,IRF5,IRF5,IRF5	Celiac_disease,Crohn_disease,Lupus,Multiple_sclerosis,Rheumatoid_arthritis,Ulcerative_colitis	DE_00569,DE_00570,DE_00565,DE_00567,DE_00566,DE_00568
IRF5,IRF5,IRF5,IRF5,IRF5,IRF5	Celiac_disease,Crohn_disease,Lupus,Multiple_sclerosis,Rheumatoid_arthritis,Ulcerative_colitis	DE_00569,DE_00570,DE_00565,DE_00567,DE_00566,DE_00568
IRF5,IRF5,IRF5,IRF5,IRF5,IRF5	Celiac_disease,Crohn_disease,Lupus,Multiple_sclerosis,Rheumatoid_arthritis,Ulcerative_colitis	DE_00569,DE_00570,DE_00565,DE_00567,DE_00566,DE_00568
IRF5,IRF5,IRF5,IRF5,IRF5,IRF5	Celiac_disease,Crohn_disease,Lupus,Multiple_sclerosis,Rheumatoid_arthritis,Ulcerative_colitis	DE_00569,DE_00570,DE_00565,DE_00567,DE_00566,DE_00568
IRF5,IRF5,IRF5,IRF5,IRF5,IRF5	Celiac_disease,Crohn_disease,Lupus,Multiple_sclerosis,Rheumatoid_arthritis,Ulcerative_colitis	DE_00569,DE_00570,DE_00565,DE_00567,DE_00566,DE_00568
IRF5,IRF5,IRF5,IRF5,IRF5,IRF5	Celiac_disease,Crohn_disease,Lupus,Multiple_sclerosis,Rheumatoid_arthritis,Ulcerative_colitis	DE_00569,DE_00570,DE_00565,DE_00567,DE_00566,DE_00568
NUB1/RHEB/PRKAG2	Chronic_kidney_disease	DE_01047
SHH,SHH	Limb_malformation,Limb_malformation	DE_00367,DE_00024
SHH,SHH	Limb_malformation,Limb_malformation	DE_00367,DE_00024
SHH,SHH	Limb_malformation,Limb_malformation	DE_00367,DE_00024
SHH,SHH	Limb_malformation,Limb_malformation	DE_00367,DE_00024
SHH,SHH	Limb_malformation,Limb_malformation	DE_00367,DE_00024
SHH,SHH	Limb_malformation,Limb_malformation	DE_00367,DE_00024
SHH,SHH	Limb_malformation,Limb_malformation	DE_00367,DE_00024
SHH,SHH	Limb_malformation,Limb_malformation	DE_00367,DE_00024
SHH,SHH	Limb_malformation,Limb_malformation	DE_00367,DE_00024
SHH,SHH	Limb_malformation,Limb_malformation	DE_00367,DE_00024
SHH,SHH	Limb_malformation,Limb_malformation	DE_00367,DE_00024
SHH,SHH	Limb_malformation,Limb_malformation	DE_00367,DE_00024
SHH,SHH	Limb_malformation,Limb_malformation	DE_00367,DE_00024
SHH,SHH	Limb_malformation,Limb_malformation	DE_00367,DE_00024
SHH,SHH	Limb_malformation,Limb_malformation	DE_00367,DE_00024
SHH,SHH	Limb_malformation,Limb_malformation	DE_00367,DE_00024
SHH,SHH	Limb_malformation,Limb_malformation	DE_00367,DE_00024
SHH,SHH	Limb_malformation,Limb_malformation	DE_00367,DE_00024
SHH,SHH	Limb_malformation,Limb_malformation	DE_00367,DE_00024
SHH,SHH	Limb_malformation,Limb_malformation	DE_00367,DE_00024
SHH,SHH	Limb_malformation,Limb_malformation	DE_00367,DE_00024
CDCA7L	Multiple_myeloma	DE_00560
CDCA7L	Multiple_myeloma	DE_00560
IL6	Systemic_lupus_erythematosus	DE_00368
JAZF1	Prostate_cancer	DE_00410
KDELR2	Pancreatic_cancer	DE_00636
RSBN1L/TMEM60/PTPN12/PION/PHTF2	Chronic_kidney_disease	DE_01043
FAM167A,FAM167A,FAM167A,FAM167A,FAM167A,FAM167A	Celiac_disease,Crohn_disease,Lupus,Multiple_sclerosis,Rheumatoid_arthritis,Ulcerative_colitis	DE_00528,DE_00529,DE_00526,DE_00527,DE_00530,DE_00525
FAM167A,FAM167A,FAM167A,FAM167A,FAM167A,FAM167A	Celiac_disease,Crohn_disease,Lupus,Multiple_sclerosis,Rheumatoid_arthritis,Ulcerative_colitis	DE_00528,DE_00529,DE_00526,DE_00527,DE_00530,DE_00525
FAM167A,FAM167A,FAM167A,FAM167A,FAM167A,FAM167A	Celiac_disease,Crohn_disease,Lupus,Multiple_sclerosis,Rheumatoid_arthritis,Ulcerative_colitis	DE_00528,DE_00529,DE_00526,DE_00527,DE_00530,DE_00525
FAM167A,FAM167A,FAM167A,FAM167A,FAM167A,FAM167A	Celiac_disease,Crohn_disease,Lupus,Multiple_sclerosis,Rheumatoid_arthritis,Ulcerative_colitis	DE_00528,DE_00529,DE_00526,DE_00527,DE_00530,DE_00525
FAM167A,FAM167A,FAM167A,FAM167A,FAM167A,FAM167A	Celiac_disease,Crohn_disease,Lupus,Multiple_sclerosis,Rheumatoid_arthritis,Ulcerative_colitis	DE_00528,DE_00529,DE_00526,DE_00527,DE_00530,DE_00525
FAM167A,FAM167A,FAM167A,FAM167A,FAM167A,FAM167A	Celiac_disease,Crohn_disease,Lupus,Multiple_sclerosis,Rheumatoid_arthritis,Ulcerative_colitis	DE_00528,DE_00529,DE_00526,DE_00527,DE_00530,DE_00525
MYC	Prostate_cancer	DE_00457
MYC	Prostate_cancer	DE_00405
MYC	Prostate_cancer	DE_00407
MYC	Prostate_cancer	DE_00464
PCAT1	Prostate_cancer	DE_00622
MYC	Prostate_cancer	DE_00607
MYC,MYC	Prostate_cancer,Prostate_cancer	DE_00481,DE_00483
MYC,MYC	Prostate_cancer,Prostate_cancer	DE_00481,DE_00483
MYC	Acute_lymphoblastic_leukemia	DE_00514
PVT1	Prostate_cancer	DE_00550
MYC	Prostate_cancer	DE_00595
MYC/CARLo-5,MYC/POU5F1B/CARLo-5	Prostate_cancer,Colorectal_cancer	DE_00377,DE_00376
MYC/CARLo-5,MYC/POU5F1B/CARLo-5	Prostate_cancer,Colorectal_cancer	DE_00377,DE_00376
MYC/CARLo-5,MYC/POU5F1B/CARLo-5	Prostate_cancer,Colorectal_cancer	DE_00377,DE_00376
MYC/CARLo-5,MYC/POU5F1B/CARLo-5	Prostate_cancer,Colorectal_cancer	DE_00377,DE_00376
MYC/CARLo-5,MYC/POU5F1B/CARLo-5	Prostate_cancer,Colorectal_cancer	DE_00377,DE_00376
MYC/CARLo-5,MYC/POU5F1B/CARLo-5	Prostate_cancer,Colorectal_cancer	DE_00377,DE_00376
MYC/CARLo-5,MYC/POU5F1B/CARLo-5	Prostate_cancer,Colorectal_cancer	DE_00377,DE_00376
MYC/CARLo-5,MYC/POU5F1B/CARLo-5	Prostate_cancer,Colorectal_cancer	DE_00377,DE_00376
MYC/CARLo-5,MYC/POU5F1B/CARLo-5	Prostate_cancer,Colorectal_cancer	DE_00377,DE_00376
MYC/CARLo-5,MYC/POU5F1B/CARLo-5	Prostate_cancer,Colorectal_cancer	DE_00377,DE_00376
MYC/CARLo-5,MYC/POU5F1B/CARLo-5	Prostate_cancer,Colorectal_cancer	DE_00377,DE_00376
MYC/CARLo-5,MYC/POU5F1B/CARLo-5	Prostate_cancer,Colorectal_cancer	DE_00377,DE_00376
MYC/CARLo-5,MYC/POU5F1B/CARLo-5	Prostate_cancer,Colorectal_cancer	DE_00377,DE_00376
MYC/CARLo-5,MYC/POU5F1B/CARLo-5	Prostate_cancer,Colorectal_cancer	DE_00377,DE_00376
MYC/CARLo-5,MYC/POU5F1B/CARLo-5	Prostate_cancer,Colorectal_cancer	DE_00377,DE_00376
MYC/CARLo-5,MYC/POU5F1B/CARLo-5	Prostate_cancer,Colorectal_cancer	DE_00377,DE_00376
MYC/CARLo-5,MYC/POU5F1B/CARLo-5	Prostate_cancer,Colorectal_cancer	DE_00377,DE_00376
POU5F1B	Colorectal_cancer	DE_00608
MYC	Prostate_cancer	DE_00476
MYC	Prostate_cancer	DE_00476
MYC,MYC,MYC	Prostate_cancer,Prostate_cancer,Prostate_cancer	DE_00441,DE_00442,DE_00406
MYC,MYC,MYC	Prostate_cancer,Prostate_cancer,Prostate_cancer	DE_00441,DE_00442,DE_00406
MYC,MYC,MYC	Prostate_cancer,Prostate_cancer,Prostate_cancer	DE_00441,DE_00442,DE_00406
MYC,MYC,MYC	Prostate_cancer,Prostate_cancer,Prostate_cancer	DE_00441,DE_00442,DE_00406
MYC	Prostate_cancer	DE_00638
MYC	Acute_lymphoblastic_leukemia	DE_00465
MYC,MYC	Lung_cancer,Acute_lymphoblastic_leukemia	DE_00018,DE_00637
MYC	Glioma	DE_00581
TNFRSF10A	Bladder_cancer	DE_00383
SLC25A37/NKX3-1/ENTPD4/STC1/ADAM7	Chronic_kidney_disease	DE_01003
PTK2B/CLU/EPHX2	Alzheimers_disease	DE_01027
NRG1	Schizophrenia	DE_00384
ZNF596	Breast_cancer	DE_01002
ZNF596	Breast_cancer	DE_01002
ZNF596	Breast_cancer	DE_01002
ZNF596	Breast_cancer	DE_01002
ZNF596	Breast_cancer	DE_01002
FOXE1,FOXE1/PTCSC2	Cleft_palate,Papillary_thyroid_cancer	DE_00639,DE_00641
FOXE1,FOXE1/PTCSC2	Cleft_palate,Papillary_thyroid_cancer	DE_00639,DE_00641
FOXE1/PTCSC2	Papillary_thyroid_cancer	DE_00453
FOXE1/PTCSC2	Papillary_thyroid_cancer	DE_00453
FOXE1/PTCSC2	Papillary_thyroid_cancer	DE_00663
FOXE1/PTCSC2	Papillary_thyroid_cancer	DE_00420
